"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"20.05.2026","179.685","176.465","179.735","176.695","13,30M","2,18%"
"19.05.2026","175.844","178.560","178.700","175.200","20,25M","-1,81%"
"18.05.2026","179.090","179.000","179.550","177.580","17,78M","0,02%"
"15.05.2026","179.050","179.000","179.425","177.220","17,10M","-0,78%"
"14.05.2026","180.456","179.055","181.550","179.055","16,73M","0,78%"
"13.05.2026","179.066","182.750","182.900","178.790","19,14M","-1,97%"
"12.05.2026","182.673","183.800","184.090","182.145","18,07M","-0,90%"
"11.05.2026","184.323","187.400","187.400","183.940","18,13M","-1,32%"
"08.05.2026","186.786","186.000","188.255","185.800","16,75M","0,57%"
"07.05.2026","185.735","190.300","190.575","185.180","20,02M","-2,46%"
"06.05.2026","190.426","191.440","192.560","189.635","18,71M","0,54%"
"05.05.2026","189.411","189.525","190.245","188.040","17,27M","0,55%"
"04.05.2026","188.374","189.490","190.870","188.195","17,56M","-1,18%"
"30.04.2026","190.628","188.500","191.035","188.305","15,26M","1,54%"
"29.04.2026","187.738","191.670","191.695","186.865","17,29M","-2,14%"
"28.04.2026","191.852","192.075","192.310","190.550","16,87M","-0,56%"
"27.04.2026","192.939","194.760","195.245","192.600","15,95M","-0,66%"
"24.04.2026","194.213","195.330","195.430","193.430","16,25M","-0,44%"
"23.04.2026","195.077","196.275","197.040","194.425","19,37M","-0,79%"
"22.04.2026","196.630","200.550","200.660","196.120","17,79M","-1,78%"
"20.04.2026","200.186","199.660","200.785","199.175","14,91M","0,11%"
"17.04.2026","199.963","201.525","203.470","199.345","18,33M","-0,51%"
"16.04.2026","200.991","202.065","202.975","200.535","16,69M","1,76%"
"15.04.2026","197.512","198.850","199.140","196.970","1,83M","-0,70%"
"14.04.2026","198.896","198.655","199.570","198.105","16,09M","0,33%"
"13.04.2026","198.235","196.855","198.465","196.295","18,14M","0,37%"
"10.04.2026","197.500","195.925","198.580","195.510","17,70M","0,91%"
"09.04.2026","195.719","192.085","196.150","192.080","19,55M","1,47%"
"08.04.2026","192.884","194.135","195.430","191.570","21,45M","2,10%"
"07.04.2026","188.921","188.160","189.530","186.335","19,50M","0,00%"
"06.04.2026","188.930","189.200","189.990","188.350","15,74M","0,16%"
"02.04.2026","188.620","186.110","190.105","185.330","19,36M","-0,11%"
"01.04.2026","188.833","189.825","190.255","188.060","20,82M","0,15%"
"31.03.2026","188.542","184.900","189.130","184.660","21,13M","2,72%"
"30.03.2026","183.557","182.895","185.485","181.935","18,98M","0,57%"
"27.03.2026","182.521","183.300","184.650","182.010","18,01M","-1,10%"
"26.03.2026","184.549","184.895","186.320","183.725","20,15M","-1,27%"
"25.03.2026","186.919","186.880","187.810","185.450","21,48M","1,64%"
"24.03.2026","183.910","183.500","186.780","181.145","23,24M","0,07%"
"23.03.2026","183.783","179.805","184.600","177.950","23,43M","3,55%"
"20.03.2026","177.474","180.425","181.600","176.385","21,04M","-2,45%"
"19.03.2026","181.930","180.020","183.240","177.480","21,71M","0,44%"
"18.03.2026","181.139","183.075","183.455","180.330","21,07M","-0,57%"
"17.03.2026","182.176","181.945","184.685","180.805","20,40M","0,15%"
"16.03.2026","181.910","181.800","183.320","181.265","17,71M","1,13%"
"13.03.2026","179.871","182.220","183.185","179.260","20,60M","-0,77%"
"12.03.2026","181.263","185.335","185.360","180.520","22,04M","-2,67%"
"11.03.2026","186.230","186.000","188.165","183.625","20,10M","0,24%"
"10.03.2026","185.793","183.790","187.840","182.935","22,87M","1,31%"
"09.03.2026","183.396","180.580","184.525","179.975","22,87M","0,77%"
"06.03.2026","181.994","181.500","183.790","181.010","21,92M","-0,58%"
"05.03.2026","183.047","187.000","188.410","182.440","23,81M","-2,62%"
"04.03.2026","187.965","185.995","189.250","185.935","19,49M","1,34%"
"03.03.2026","185.485","188.750","188.750","183.175","25,56M","-3,53%"
"02.03.2026","192.276","190.135","193.250","189.555","19,39M","0,21%"
"27.02.2026","191.867","194.155","194.300","191.550","17,29M","-1,26%"
"26.02.2026","194.322","194.005","195.035","192.170","17,79M","-0,10%"
"25.02.2026","194.524","196.500","197.760","193.670","15,52M","-0,29%"
"24.02.2026","195.080","192.720","195.395","192.515","16,74M","1,37%"
"23.02.2026","192.450","193.590","194.675","192.050","16,97M","-0,87%"
"20.02.2026","194.139","192.345","194.400","190.260","17,90M","0,98%"
"19.02.2026","192.264","190.465","192.565","189.650","16,52M","3,67%"
"18.02.2026","185.454","186.900","187.925","185.270","962,85K","-0,55%"
"13.02.2026","186.480","187.300","187.540","183.725","17,07M","-0,77%"
"12.02.2026","187.933","190.740","191.225","187.120","21,08M","-1,15%"
"11.02.2026","190.123","187.000","190.955","186.920","19,66M","2,08%"
"10.02.2026","186.258","185.960","187.350","185.460","18,06M","-0,28%"
"09.02.2026","186.780","183.780","187.060","183.580","18,32M","1,77%"
"06.02.2026","183.529","183.860","184.660","181.925","18,41M","0,34%"
"05.02.2026","182.904","182.370","184.870","182.025","20,75M","0,32%"
"04.02.2026","182.327","187.180","187.435","180.935","20,78M","-2,27%"
"03.02.2026","186.553","184.500","188.315","184.490","20,91M","1,48%"
"02.02.2026","183.836","180.820","184.060","180.820","17,23M","0,83%"
"30.01.2026","182.325","183.200","184.765","181.065","21,83M","-1,08%"
"29.01.2026","184.315","187.700","188.780","182.645","20,28M","-0,96%"
"28.01.2026","186.096","184.385","186.460","183.475","20,12M","1,56%"
"27.01.2026","183.231","181.360","184.785","181.270","19,69M","1,74%"
"26.01.2026","180.094","181.100","183.385","179.135","19,01M","-0,18%"
"23.01.2026","180.426","178.510","182.250","177.180","20,18M","1,77%"
"22.01.2026","177.281","173.780","179.710","173.350","21,82M","2,13%"
"21.01.2026","173.592","167.795","173.960","167.795","21,21M","3,45%"
"20.01.2026","167.795","165.800","168.080","164.895","19,04M","0,76%"
"19.01.2026","166.529","165.780","166.855","165.600","10,89M","0,13%"
"16.01.2026","166.317","167.420","167.990","165.805","12,68M","-0,66%"
"15.01.2026","167.418","167.000","168.025","166.625","16,72M","0,16%"
"14.01.2026","167.144","164.050","167.315","163.825","19,96M","2,04%"
"13.01.2026","163.809","165.485","165.690","163.635","16,76M","-0,83%"
"12.01.2026","165.186","165.500","165.800","164.285","15,62M","-0,11%"
"09.01.2026","165.372","165.150","166.435","164.510","15,61M","0,27%"
"08.01.2026","164.928","163.900","165.080","163.745","15,76M","0,43%"
"07.01.2026","164.215","166.250","166.260","164.010","15,11M","-1,12%"
"06.01.2026","166.083","164.575","166.655","164.525","17,43M","1,04%"
"05.01.2026","164.379","163.160","164.595","162.565","16,55M","0,93%"
"02.01.2026","162.857","163.970","165.040","162.530","13,81M","-0,65%"
"30.12.2025","163.930","163.430","164.795","163.070","13,48M","0,59%"
"29.12.2025","162.970","163.850","164.335","162.355","14,29M","-0,57%"
"26.12.2025","163.898","162.935","164.120","162.100","12,58M","0,30%"
"23.12.2025","163.414","161.245","163.520","160.900","14,22M","1,45%"
"22.12.2025","161.083","162.055","162.415","160.150","15,64M","-0,30%"
"19.12.2025","161.574","161.200","162.725","160.990","14,27M","0,17%"
"18.12.2025","161.296","160.660","161.835","159.845","17,22M","2,64%"
"17.12.2025","157.150","157.650","158.300","156.240","2,15M","-0,68%"
"16.12.2025","158.219","161.250","161.350","157.325","18,35M","-2,82%"
"15.12.2025","162.808","161.575","163.300","161.345","18,89M","1,14%"
"12.12.2025","160.978","159.715","161.610","159.540","18,51M","0,88%"
"11.12.2025","159.567","158.635","160.270","158.050","18,21M","-0,04%"
"10.12.2025","159.627","159.300","160.280","157.965","22,53M","0,81%"
"09.12.2025","158.352","158.465","159.415","155.630","23,82M","-0,22%"
"08.12.2025","158.694","160.090","160.105","158.110","20,35M","0,43%"
"05.12.2025","158.014","165.250","165.785","157.465","23,76M","-4,42%"
"04.12.2025","165.329","162.655","165.505","162.650","19,33M","1,63%"
"03.12.2025","162.676","162.380","162.900","161.970","17,40M","0,35%"
"02.12.2025","162.107","160.025","162.425","159.745","17,84M","1,62%"
"01.12.2025","159.526","160.000","160.360","158.945","14,34M","-0,44%"
"28.11.2025","160.223","159.485","160.840","159.465","13,39M","0,42%"
"27.11.2025","159.549","159.815","159.980","159.285","10,13M","-0,20%"
"26.11.2025","159.870","157.500","160.145","157.415","16,74M","1,63%"
"25.11.2025","157.308","156.885","157.760","156.035","17,97M","0,45%"
"24.11.2025","156.607","156.750","157.335","155.930","15,42M","0,16%"
"21.11.2025","156.353","155.200","156.690","155.025","17,17M","-0,39%"
"19.11.2025","156.961","158.360","158.440","156.260","15,97M","-0,81%"
"18.11.2025","158.243","158.100","158.750","157.120","18,43M","-0,30%"
"17.11.2025","158.712","159.585","159.670","158.335","17,37M","-0,51%"
"14.11.2025","159.531","158.295","160.275","158.065","17,87M","0,30%"
"13.11.2025","159.057","159.950","160.295","158.475","18,37M","-0,41%"
"12.11.2025","159.715","160.000","160.170","158.610","16,27M","-0,13%"
"11.11.2025","159.921","157.940","160.605","157.940","19,50M","1,57%"
"10.11.2025","157.454","157.100","157.940","156.670","15,50M","0,81%"
"07.11.2025","156.190","155.635","156.350","154.500","16,45M","0,31%"
"06.11.2025","155.710","155.455","156.570","155.455","16,21M","-0,05%"
"05.11.2025","155.781","152.850","155.990","152.515","19,19M","1,85%"
"04.11.2025","152.944","151.950","153.250","151.750","14,83M","0,03%"
"03.11.2025","152.894","152.225","153.225","151.965","14,08M","0,54%"
"31.10.2025","152.078","151.485","152.245","151.355","14,25M","0,49%"
"30.10.2025","151.340","151.000","151.795","149.900","14,88M","0,09%"
"29.10.2025","151.204","150.465","151.740","149.815","16,70M","0,78%"
"28.10.2025","150.033","149.520","150.525","149.065","14,52M","0,18%"
"27.10.2025","149.760","150.075","150.750","149.475","13,21M","0,55%"
"24.10.2025","148.935","148.545","150.095","148.450","13,28M","0,18%"
"23.10.2025","148.672","147.960","149.125","147.770","14,96M","0,66%"
"22.10.2025","147.693","146.995","147.945","146.565","17,49M","0,51%"
"21.10.2025","146.938","147.100","147.740","146.645","15,64M","-0,32%"
"20.10.2025","147.415","146.320","148.215","146.250","16,05M","0,83%"
"17.10.2025","146.208","144.885","146.545","144.080","16,05M","0,75%"
"16.10.2025","145.114","145.735","146.195","144.330","17,34M","1,76%"
"15.10.2025","142.600","142.145","142.985","140.945","2,27M","0,64%"
"14.10.2025","141.688","140.590","142.690","140.500","17,46M","-0,10%"
"13.10.2025","141.830","141.550","142.450","141.480","16,04M","0,74%"
"10.10.2025","140.786","142.145","142.685","140.055","19,12M","-0,89%"
"09.10.2025","142.049","142.900","143.800","141.810","16,04M","-0,31%"
"08.10.2025","142.490","141.700","142.780","141.640","15,15M","0,50%"
"07.10.2025","141.777","143.650","143.715","141.420","16,47M","-1,66%"
"06.10.2025","144.170","144.860","145.335","143.820","16,32M","-0,37%"
"03.10.2025","144.701","145.000","145.160","144.210","15,36M","0,03%"
"02.10.2025","144.658","146.750","147.280","144.235","16,70M","-1,06%"
"01.10.2025","146.211","147.205","148.125","145.910","16,30M","-0,64%"
"30.09.2025","147.148","147.400","148.435","146.610","13,77M","-0,10%"
"29.09.2025","147.289","146.635","149.095","146.620","13,56M","0,61%"
"26.09.2025","146.395","146.545","147.170","145.975","12,76M","0,05%"
"25.09.2025","146.328","148.000","148.700","146.110","15,88M","-0,85%"
"24.09.2025","147.587","147.590","149.000","147.155","15,26M","-0,06%"
"23.09.2025","147.669","146.135","148.375","146.040","16,23M","1,01%"
"22.09.2025","146.191","146.675","146.775","145.240","15,10M","-0,56%"
"19.09.2025","147.011","146.730","147.720","146.435","13,42M","0,19%"
"18.09.2025","146.736","147.100","147.395","146.325","13,79M","-0,22%"
"17.09.2025","147.061","145.400","147.895","145.115","20,26M","1,06%"
"16.09.2025","145.523","145.620","146.260","145.050","16,87M","0,30%"
"15.09.2025","145.081","144.150","145.805","143.930","16,46M","0,88%"
"12.09.2025","143.814","144.395","144.870","143.550","13,75M","-0,73%"
"11.09.2025","144.873","144.150","145.695","143.380","15,43M","0,52%"
"10.09.2025","144.129","143.780","144.920","142.965","15,54M","0,50%"
"09.09.2025","143.409","143.930","144.475","143.340","15,15M","-0,15%"
"08.09.2025","143.618","144.850","145.025","143.145","14,26M","-0,72%"
"05.09.2025","144.653","143.240","145.465","143.160","15,11M","1,14%"
"04.09.2025","143.024","141.750","143.495","141.550","14,54M","0,80%"
"03.09.2025","141.884","142.700","142.815","141.590","14,52M","-0,43%"
"02.09.2025","142.490","142.650","143.250","141.615","16,31M","-0,75%"
"01.09.2025","143.561","143.905","144.250","143.035","11,51M","-0,22%"
"29.08.2025","143.883","143.005","144.775","142.870","13,19M","0,19%"
"28.08.2025","143.611","142.150","144.660","142.115","15,18M","1,36%"
"27.08.2025","141.679","140.100","141.765","139.540","15,03M","0,97%"
"26.08.2025","140.316","140.525","140.735","139.450","13,26M","-0,18%"
"25.08.2025","140.564","140.780","141.585","140.500","13,04M","-0,08%"
"22.08.2025","140.671","137.165","140.925","137.005","14,59M","2,64%"
"21.08.2025","137.049","136.960","137.565","135.900","8,66M","-0,16%"
"20.08.2025","137.264","136.795","137.665","136.460","15,46M","0,27%"
"19.08.2025","136.894","140.170","140.200","136.250","17,18M","-2,36%"
"18.08.2025","140.206","139.295","140.820","138.955","13,77M","0,58%"
"15.08.2025","139.397","139.500","140.820","138.400","13,29M","0,08%"
"14.08.2025","139.290","139.480","140.460","138.485","15,31M","1,75%"
"13.08.2025","136.890","138.185","138.400","136.535","1,38M","-0,81%"
"12.08.2025","138.013","136.335","138.490","136.070","15,05M","1,69%"
"11.08.2025","135.719","136.105","136.445","135.510","14,07M","-0,20%"
"08.08.2025","135.992","136.705","136.795","135.720","14,75M","-0,60%"
"07.08.2025","136.818","135.225","137.265","135.035","16,08M","1,51%"
"06.08.2025","134.783","133.760","135.585","133.740","16,55M","0,96%"
"05.08.2025","133.504","132.760","134.650","132.600","16,73M","0,09%"
"04.08.2025","133.389","133.400","134.585","132.815","14,79M","0,35%"
"01.08.2025","132.928","132.905","135.480","132.505","16,28M","-0,42%"
"31.07.2025","133.487","133.980","134.210","132.520","15,01M","-0,79%"
"30.07.2025","134.544","133.435","135.870","132.495","18,33M","0,92%"
"29.07.2025","133.311","133.150","134.100","132.770","13,81M","0,30%"
"28.07.2025","132.907","134.210","134.885","132.335","12,89M","-1,07%"
"25.07.2025","134.345","134.530","135.555","134.075","12,86M","-0,19%"
"24.07.2025","134.600","136.065","136.160","134.510","12,37M","-1,27%"
"23.07.2025","136.338","135.675","136.800","134.505","14,52M","0,85%"
"22.07.2025","135.184","135.250","136.385","134.785","12,67M","-0,12%"
"21.07.2025","135.348","134.140","136.050","134.040","12,49M","0,63%"
"18.07.2025","134.502","136.565","136.640","134.310","14,21M","-1,74%"
"17.07.2025","136.886","136.210","137.065","135.635","13,36M","-0,01%"
"16.07.2025","136.903","136.640","137.280","135.525","15,16M","0,13%"
"15.07.2025","136.731","136.880","137.535","135.650","14,46M","-0,01%"
"14.07.2025","136.748","137.370","137.720","136.225","12,50M","-0,76%"
"11.07.2025","137.801","138.100","138.255","137.005","13,12M","-0,37%"
"10.07.2025","138.319","137.320","138.875","136.755","14,22M","-0,59%"
"09.07.2025","139.145","141.280","141.340","137.155","14,62M","-1,36%"
"08.07.2025","141.064","141.670","141.895","140.530","14,85M","-0,23%"
"07.07.2025","141.391","143.360","143.415","141.145","14,43M","-1,33%"
"04.07.2025","143.297","142.675","143.825","142.415","9,21M","0,11%"
"03.07.2025","143.138","141.160","143.445","140.865","13,69M","1,43%"
"02.07.2025","141.122","141.830","142.200","140.400","16,12M","-0,48%"
"01.07.2025","141.800","140.900","141.950","140.725","13,40M","0,42%"
"30.06.2025","141.203","139.250","141.450","138.025","13,57M","1,50%"
"27.06.2025","139.110","139.600","139.740","138.300","12,89M","-0,23%"
"26.06.2025","139.433","138.635","139.750","138.325","13,19M","0,94%"
"25.06.2025","138.133","139.300","139.385","137.735","13,45M","-1,07%"
"24.06.2025","139.633","139.860","140.670","138.640","13,39M","0,37%"
"23.06.2025","139.122","139.695","139.945","138.320","13,20M","-0,36%"
"20.06.2025","139.621","141.580","141.745","139.305","11,95M","0,57%"
"18.06.2025","138.833","138.905","139.240","138.280","1,47M","-0,04%"
"17.06.2025","138.894","139.650","139.795","138.280","13,35M","-0,46%"
"16.06.2025","139.537","137.600","140.265","137.550","13,46M","1,58%"
"13.06.2025","137.372","137.385","137.950","136.660","14,39M","-0,49%"
"12.06.2025","138.048","136.830","138.245","136.020","13,90M","0,45%"
"11.06.2025","137.431","137.020","137.950","135.710","14,59M","0,41%"
"10.06.2025","136.869","136.780","137.885","136.500","14,34M","0,49%"
"09.06.2025","136.202","136.775","137.200","134.520","12,93M","-0,42%"
"06.06.2025","136.772","137.400","137.535","136.150","13,16M","-0,03%"
"05.06.2025","136.819","138.010","138.250","136.570","13,74M","-0,58%"
"04.06.2025","137.622","138.650","139.550","137.440","12,50M","-0,49%"
"03.06.2025","138.295","137.525","138.575","136.845","11,29M","0,54%"
"02.06.2025","137.558","138.110","139.570","137.240","12,78M","-0,52%"
"30.05.2025","138.280","139.600","140.045","137.535","13,06M","-0,94%"
"29.05.2025","139.588","140.600","140.600","138.835","13,25M","-0,32%"
"28.05.2025","140.030","140.795","141.080","139.565","10,64M","-0,49%"
"27.05.2025","140.726","140.020","141.625","140.020","12,99M","1,00%"
"26.05.2025","139.336","139.200","139.965","138.715","10,77M","0,27%"
"23.05.2025","138.954","136.440","139.205","135.960","14,58M","0,38%"
"22.05.2025","138.432","139.065","140.150","135.175","16,36M","-0,45%"
"21.05.2025","139.060","141.270","141.515","138.790","13,98M","-1,74%"
"20.05.2025","141.527","141.300","141.730","140.390","12,24M","0,30%"
"19.05.2025","141.107","140.000","141.740","139.895","13,49M","0,29%"
"16.05.2025","140.692","140.770","140.850","139.120","13,26M","-0,25%"
"15.05.2025","141.039","139.775","141.170","139.570","13,05M","0,69%"
"14.05.2025","140.072","140.555","141.030","139.925","13,02M","-0,51%"
"13.05.2025","140.788","138.700","141.360","138.325","13,57M","1,71%"
"12.05.2025","138.426","140.305","140.310","138.060","12,52M","0,13%"
"09.05.2025","138.250","138.800","139.070","137.905","12,76M","0,02%"
"08.05.2025","138.221","136.400","139.620","136.380","15,29M","2,18%"
"07.05.2025","135.278","136.000","136.500","134.675","15,32M","-0,15%"
"06.05.2025","135.480","135.300","136.220","135.160","13,23M","-0,02%"
"05.05.2025","135.501","136.975","137.460","135.300","12,63M","-1,13%"
"02.05.2025","137.047","137.240","137.555","136.380","13,25M","-0,07%"
"30.04.2025","137.146","137.155","137.640","136.115","15,63M","-0,19%"
"29.04.2025","137.401","137.265","138.465","137.145","12,71M","0,09%"
"28.04.2025","137.272","136.890","138.070","136.840","12,69M","0,12%"
"25.04.2025","137.107","136.745","137.430","136.500","13,53M","0,08%"
"24.04.2025","136.991","134.785","137.390","134.675","14,97M","1,67%"
"23.04.2025","134.739","134.125","135.770","134.110","15,27M","1,32%"
"22.04.2025","132.987","132.140","133.335","130.940","14,82M","0,76%"
"17.04.2025","131.984","130.855","132.600","130.270","14,55M","2,45%"
"16.04.2025","128.827","129.240","129.600","128.095","1,88M","-0,35%"
"15.04.2025","129.274","129.450","129.995","128.950","14,53M","-0,25%"
"14.04.2025","129.592","128.600","130.125","128.425","16,68M","1,36%"
"11.04.2025","127.850","127.080","128.540","126.100","16,04M","0,97%"
"10.04.2025","126.626","127.145","128.245","125.060","18,18M","-1,03%"
"09.04.2025","127.950","123.015","129.960","122.560","20,28M","2,95%"
"08.04.2025","124.283","127.300","127.980","123.645","18,96M","-1,31%"
"07.04.2025","125.932","125.650","129.025","124.225","20,56M","-1,30%"
"04.04.2025","127.594","129.700","129.900","126.825","16,43M","-3,11%"
"03.04.2025","131.691","130.340","133.130","130.205","15,94M","-0,20%"
"02.04.2025","131.958","131.525","133.410","130.760","15,00M","0,15%"
"01.04.2025","131.765","131.130","132.665","130.625","13,94M","0,60%"
"31.03.2025","130.983","131.935","132.170","130.805","12,94M","-1,27%"
"28.03.2025","132.673","133.745","133.800","132.030","13,63M","-0,95%"
"27.03.2025","133.952","133.680","134.640","133.240","13,26M","0,32%"
"26.03.2025","133.526","133.180","133.875","133.000","13,18M","0,35%"
"25.03.2025","133.054","132.200","134.455","132.090","13,03M","0,52%"
"24.03.2025","132.364","133.900","134.145","131.925","13,03M","-0,80%"
"21.03.2025","133.435","132.950","133.735","132.615","12,48M","0,18%"
"20.03.2025","133.199","133.590","133.955","132.895","12,52M","-0,52%"
"19.03.2025","133.896","132.540","134.455","132.530","12,66M","0,86%"
"18.03.2025","132.751","131.865","133.160","131.490","13,04M","0,41%"
"17.03.2025","132.210","130.085","132.685","129.890","12,28M","1,44%"
"14.03.2025","130.328","127.420","130.550","127.355","12,85M","2,57%"
"13.03.2025","127.057","124.825","127.165","124.655","12,75M","1,48%"
"12.03.2025","125.198","125.300","125.775","124.360","14,31M","0,26%"
"11.03.2025","124.879","126.260","126.325","123.965","15,17M","-0,84%"
"10.03.2025","125.935","126.050","126.355","124.895","15,12M","-0,59%"
"07.03.2025","126.677","125.155","127.460","123.705","14,97M","1,39%"
"06.03.2025","124.937","124.490","125.810","124.220","14,95M","0,16%"
"05.03.2025","124.739","125.190","125.300","124.425","6,14M","0,11%"
"28.02.2025","124.597","126.390","126.645","124.295","12,45M","-1,47%"
"27.02.2025","126.453","126.100","127.305","125.850","12,22M","-0,11%"
"26.02.2025","126.597","128.320","129.135","126.555","12,56M","-1,05%"
"25.02.2025","127.944","127.620","128.750","127.540","12,65M","0,46%"
"24.02.2025","127.354","129.435","129.775","127.065","12,50M","-1,42%"
"21.02.2025","129.193","129.520","129.750","128.445","10,72M","-0,37%"
"20.02.2025","129.672","129.700","130.000","129.095","10,95M","0,18%"
"19.02.2025","129.435","130.600","130.620","129.150","11,11M","-0,91%"
"18.02.2025","130.625","131.300","131.610","130.295","12,08M","-0,23%"
"17.02.2025","130.921","130.450","131.940","130.420","10,33M","0,25%"
"14.02.2025","130.599","127.020","130.940","126.995","12,24M","2,65%"
"13.02.2025","127.231","126.930","127.230","126.035","11,70M","2,16%"
"12.02.2025","124.540","126.650","126.890","124.090","1,66M","-1,64%"
"11.02.2025","126.620","125.750","127.000","125.565","10,47M","0,67%"
"10.02.2025","125.781","125.100","126.490","124.860","11,14M","0,80%"
"07.02.2025","124.786","126.385","126.745","124.320","12,71M","-1,31%"
"06.02.2025","126.446","125.950","126.645","125.400","11,94M","0,50%"
"05.02.2025","125.813","125.550","126.120","124.845","11,38M","0,31%"
"04.02.2025","125.423","126.500","126.535","124.965","11,75M","-0,64%"
"03.02.2025","126.227","125.715","126.900","125.465","12,45M","-0,35%"
"31.01.2025","126.665","127.310","128.015","126.505","12,14M","-0,63%"
"30.01.2025","127.465","124.450","127.740","124.245","14,56M","2,90%"
"29.01.2025","123.869","124.860","125.535","123.750","11,46M","-0,56%"
"28.01.2025","124.571","125.250","125.605","124.485","11,00M","-0,76%"
"27.01.2025","125.530","122.350","125.495","122.190","13,28M","1,94%"
"24.01.2025","123.147","123.350","123.565","122.790","10,22M","0,01%"
"23.01.2025","123.136","123.800","124.730","122.830","13,23M","-0,47%"
"22.01.2025","123.719","124.230","124.770","123.640","11,87M","-0,34%"
"21.01.2025","124.142","123.440","124.310","122.875","11,82M","0,32%"
"20.01.2025","123.740","122.910","124.060","122.245","12,54M","0,53%"
"17.01.2025","123.089","122.565","123.555","121.810","12,86M","0,86%"
"16.01.2025","122.045","123.150","123.420","121.595","12,89M","-1,32%"
"15.01.2025","123.673","120.270","123.960","120.270","14,32M","2,83%"
"14.01.2025","120.272","120.230","120.510","119.055","13,22M","0,28%"
"13.01.2025","119.932","119.785","120.650","119.565","11,58M","0,04%"
"10.01.2025","119.890","121.110","121.420","119.655","11,81M","-0,79%"
"09.01.2025","120.843","120.775","121.150","120.475","10,69M","0,17%"
"08.01.2025","120.643","122.200","122.350","120.370","12,38M","-1,41%"
"07.01.2025","122.368","121.060","122.855","120.915","13,38M","1,08%"
"06.01.2025","121.058","119.925","121.470","119.825","12,93M","1,21%"
"03.01.2025","119.615","121.265","121.565","119.535","11,35M","-1,47%"
"02.01.2025","121.401","121.790","122.375","120.300","12,04M","-0,14%"
"30.12.2024","121.576","121.505","122.410","121.410","10,01M","0,12%"
"27.12.2024","121.433","122.505","123.075","121.355","10,67M","-0,93%"
"26.12.2024","122.572","122.205","123.110","121.660","10,63M","0,20%"
"23.12.2024","122.326","123.450","123.570","122.210","10,17M","-1,13%"
"20.12.2024","123.723","122.600","123.955","122.370","12,64M","0,56%"
"19.12.2024","123.033","123.850","123.905","122.800","14,53M","1,11%"
"18.12.2024","121.677","124.900","125.155","121.620","1,62M","-2,65%"
"17.12.2024","124.990","123.525","125.430","123.495","16,63M","1,10%"
"16.12.2024","123.629","124.810","125.020","123.510","12,94M","-0,90%"
"13.12.2024","124.757","126.305","126.550","124.590","14,05M","-1,12%"
"12.12.2024","126.175","130.260","130.480","125.950","17,44M","-2,83%"
"11.12.2024","129.846","128.260","131.290","127.525","17,25M","1,07%"
"10.12.2024","128.477","128.260","128.750","127.860","13,90M","0,79%"
"09.12.2024","127.472","126.740","127.770","126.505","12,30M","1,12%"
"06.12.2024","126.062","127.965","128.015","125.985","14,74M","-1,68%"
"05.12.2024","128.216","126.640","128.395","126.270","14,67M","1,40%"
"04.12.2024","126.443","126.335","127.140","125.980","14,80M","0,02%"
"03.12.2024","126.420","126.155","126.825","125.700","15,76M","0,61%"
"02.12.2024","125.651","126.310","126.390","125.100","16,06M","-0,46%"
"29.11.2024","126.233","125.645","126.675","124.405","16,42M","0,84%"
"28.11.2024","125.178","128.250","128.250","124.785","14,24M","-2,29%"
"27.11.2024","128.116","130.600","130.915","127.875","18,25M","-1,99%"
"26.11.2024","130.723","129.450","130.995","129.310","14,83M","0,78%"
"25.11.2024","129.716","130.295","130.330","129.575","13,93M","-0,31%"
"22.11.2024","130.115","127.760","130.170","127.685","16,00M","1,84%"
"21.11.2024","127.767","128.900","129.165","127.350","16,47M","-1,11%"
"19.11.2024","129.195","128.390","129.480","128.045","15,01M","0,37%"
"18.11.2024","128.723","128.850","129.295","128.105","13,85M","0,04%"
"14.11.2024","128.667","129.065","129.440","128.350","14,89M","-0,09%"
"13.11.2024","128.780","128.800","129.225","127.820","17,02M","0,05%"
"12.11.2024","128.712","128.520","129.250","128.230","14,97M","-0,17%"
"11.11.2024","128.926","128.450","129.215","128.230","15,35M","-0,01%"
"08.11.2024","128.941","130.100","130.340","128.025","17,78M","-1,52%"
"07.11.2024","130.931","131.150","132.665","130.605","18,64M","-0,50%"
"06.11.2024","131.595","130.655","132.020","129.780","18,73M","-0,40%"
"05.11.2024","132.128","131.925","132.265","131.130","14,33M","0,05%"
"04.11.2024","132.061","130.000","132.170","130.000","15,12M","1,94%"
"01.11.2024","129.545","131.465","131.635","129.455","13,16M","-1,37%"
"31.10.2024","131.341","131.940","132.335","131.215","13,37M","-0,75%"
"30.10.2024","132.340","132.250","132.715","131.885","12,73M","-0,11%"
"29.10.2024","132.480","133.125","133.485","132.355","15,23M","-0,41%"
"28.10.2024","133.031","131.600","133.240","131.355","13,60M","0,97%"
"25.10.2024","131.748","132.300","132.360","131.510","14,35M","-0,16%"
"24.10.2024","131.956","131.315","132.040","130.610","15,88M","0,68%"
"23.10.2024","131.059","131.510","131.530","130.430","15,89M","-0,63%"
"22.10.2024","131.896","132.050","132.135","130.960","16,89M","-0,37%"
"21.10.2024","132.382","132.140","133.115","132.010","14,65M","-0,19%"
"18.10.2024","132.631","133.470","133.820","132.120","13,47M","-0,19%"
"17.10.2024","132.885","133.340","133.430","131.940","13,33M","0,78%"
