data,ultimo,abertura,maxima,minima,volume,variacao_pct
2016-08-16,60.45,60.45,60.45,60.45,20.0,1.32
2016-08-15,59.66,59.66,59.66,59.66,40.0,-0.28
2016-08-12,59.83,59.83,59.83,59.83,380.0,0.17
2016-08-11,59.73,59.73,59.73,59.73,390.0,-0.86
2016-08-10,60.25,60.25,60.25,60.25,230.0,-0.12
2016-08-09,60.32,60.32,60.32,60.32,,-1.1
2016-08-08,60.99,60.99,60.99,60.99,30.0,1.33
2016-08-05,60.19,60.19,60.19,60.19,,1.93
2016-08-04,59.05,59.05,59.05,59.05,,-0.72
2016-08-03,59.48,59.48,59.48,59.48,40.0,-0.67
2016-08-02,59.88,59.88,59.88,59.88,220.0,0.17
2016-08-01,59.78,59.78,59.78,59.78,220.0,5.6
2016-07-29,56.61,56.61,56.61,56.61,,0.19
2016-07-28,56.5,56.5,56.5,56.5,,0.28
2016-07-27,56.34,56.34,56.34,56.34,10.0,0.16
2016-07-26,56.25,56.25,56.25,56.25,,0.18
2016-07-25,56.15,56.15,56.15,56.15,10.0,0.2
2016-07-22,56.04,56.04,56.04,56.04,,-0.16
2016-07-21,56.13,56.13,56.13,56.13,10.0,0.63
2016-07-20,55.78,55.78,55.78,55.78,110.0,0.23
2016-07-19,55.65,55.65,55.65,55.65,290.0,-0.11
2016-07-18,55.71,55.71,55.71,55.71,240.0,-1.12
2016-07-15,56.34,56.34,56.34,56.34,100.0,0.41
2016-07-14,56.11,56.11,56.11,56.11,450.0,-0.44
2016-07-13,56.36,56.36,56.36,56.36,80.0,1.44
2016-07-12,55.56,55.56,55.56,55.56,10.0,1.89
2016-07-11,54.53,54.53,54.53,54.53,,0.53
2016-07-08,54.24,53.57,53.57,53.57,180.0,0.97
2016-07-07,53.72,53.72,53.72,53.72,30.0,1.59
2016-07-06,52.88,52.88,52.88,52.88,30.0,-2.36
2016-07-05,54.16,54.16,54.16,54.16,100.0,2.71
2016-07-01,52.73,52.6,52.6,52.6,40.0,2.67
2016-06-30,51.36,51.36,51.36,51.36,10.0,0.25
2016-06-29,51.23,51.23,51.23,51.23,40.0,0.22
2016-06-28,51.12,51.12,51.12,51.12,50.0,0.18
2016-06-27,51.03,51.03,51.03,51.03,,0.39
2016-06-24,50.83,50.83,50.83,50.83,,-0.08
2016-06-23,50.87,50.87,50.87,50.87,,0.08
2016-06-22,50.83,50.83,50.83,50.83,100.0,0.49
2016-06-21,50.58,50.58,50.58,50.58,,0.08
2016-06-20,50.54,50.54,50.54,50.54,10.0,-0.02
2016-06-17,50.55,50.15,50.15,50.15,20.0,0.34
2016-06-16,50.38,50.38,50.38,50.38,40.0,0.22
2016-06-15,50.27,50.27,50.27,50.27,200.0,0.16
2016-06-14,50.19,50.19,50.19,50.19,160.0,-1.43
2016-06-13,50.92,50.92,50.92,50.92,10.0,0.12
2016-06-10,50.86,50.86,50.86,50.86,,0.32
2016-06-09,50.7,50.7,50.7,50.7,40.0,0.8
2016-06-08,50.3,50.3,50.3,50.3,80.0,-0.14
2016-06-07,50.37,50.37,50.37,50.37,40.0,0.4
2016-06-06,50.17,50.17,50.17,50.17,160.0,4.11
2016-06-03,48.19,48.19,48.19,48.19,,1.05
2016-06-02,47.69,47.69,47.69,47.69,10.0,0.48
2016-06-01,47.46,47.46,47.46,47.46,200.0,-12.9
2016-05-31,54.49,54.49,54.49,54.49,,-0.82
2016-05-27,54.94,54.94,54.94,54.94,,-0.34
2016-05-26,55.13,55.13,55.13,55.13,,-0.52
2016-05-25,55.42,55.42,55.42,55.42,,-0.41
2016-05-24,55.65,55.65,55.65,55.65,10.0,-0.23
2016-05-23,55.78,55.78,55.78,55.78,,-0.39
2016-05-20,56.0,56.0,56.0,56.0,,-0.2
2016-05-19,56.11,56.11,56.11,56.11,,-0.18
2016-05-18,56.21,56.21,56.21,56.21,,-0.6
2016-05-17,56.55,56.55,56.55,56.55,,1.73
2016-05-16,55.59,55.59,55.59,55.59,10.0,0.18
2016-05-13,55.49,55.49,55.49,55.49,,-0.31
2016-05-12,55.66,55.66,55.66,55.66,,-1.5
2016-05-11,56.51,56.51,56.51,56.51,,0.5
2016-05-10,56.23,56.23,56.23,56.23,180.0,0.7
2016-05-09,55.84,55.84,55.84,55.84,110.0,-4.22
2016-05-06,58.3,58.3,58.3,58.3,80.0,-0.05
2016-05-05,58.33,58.33,58.33,58.33,90.0,-1.67
2016-05-04,59.32,59.32,59.32,59.32,130.0,-2.16
2016-05-03,60.63,60.63,60.63,60.63,170.0,-5.27
2016-05-02,64.0,64.0,64.0,64.0,,7.42
2016-04-29,59.58,59.58,59.58,59.58,,0.47
2016-04-28,59.3,59.3,59.3,59.3,,0.29
2016-04-27,59.13,59.13,59.13,59.13,,0.05
2016-04-26,59.1,59.1,59.1,59.1,,0.25
2016-04-25,58.95,58.95,58.95,58.95,,0.43
2016-04-22,58.7,60.3,60.3,60.3,10.0,0.34
2016-04-21,58.5,58.5,58.5,58.5,80.0,0.81
2016-04-20,58.03,58.03,58.03,58.03,180.0,1.08
2016-04-19,57.41,57.41,57.41,57.41,,0.75
2016-04-18,56.98,56.98,56.98,56.98,10.0,1.59
2016-04-15,56.09,56.09,56.09,56.09,,-0.14
2016-04-14,56.17,56.17,56.17,56.17,100.0,-0.76
2016-04-13,56.6,56.6,56.6,56.6,30.0,0.95
2016-04-12,56.07,56.07,56.07,56.07,50.0,2.32
2016-04-11,54.8,54.8,54.8,54.8,190.0,2.53
2016-04-08,53.45,53.45,53.45,53.45,140.0,0.34
2016-04-07,53.27,53.27,53.27,53.27,50.0,1.02
2016-04-06,52.73,52.73,52.73,52.73,50.0,-0.83
2016-04-05,53.17,53.17,53.17,53.17,120.0,-1.39
2016-04-04,53.92,53.92,53.92,53.92,,1.41
2016-04-01,53.17,52.65,52.65,52.65,180.0,-4.23
2016-03-31,55.52,55.52,55.52,55.52,,-0.22
2016-03-30,55.64,55.64,55.64,55.64,,-0.2
2016-03-29,55.75,55.75,55.75,55.75,,-0.07
2016-03-28,55.79,55.79,55.79,55.79,,-0.05
2016-03-24,55.82,55.82,55.82,55.82,,0.07
2016-03-23,55.78,55.78,55.78,55.78,,0.02
2016-03-22,55.77,55.77,55.77,55.77,,0.05
2016-03-21,55.74,55.74,55.74,55.74,70.0,0.36
2016-03-18,55.54,55.54,55.54,55.54,,0.58
2016-03-17,55.22,55.22,55.22,55.22,,0.55
2016-03-16,54.92,54.92,54.92,54.92,10.0,0.97
2016-03-15,54.39,54.39,54.39,54.39,20.0,-1.29
2016-03-14,55.1,55.1,55.1,55.1,30.0,-0.4
2016-03-11,55.32,55.07,55.07,54.99,20.0,-0.93
2016-03-10,55.84,55.84,55.84,55.84,10.0,0.34
2016-03-09,55.65,55.65,55.65,55.65,90.0,-1.15
2016-03-08,56.3,56.3,56.3,56.3,10.0,-4.27
2016-03-07,58.81,58.81,58.81,58.81,70.0,12.86
2016-03-04,52.11,49.64,49.64,49.64,410.0,3.41
2016-03-03,50.39,50.39,50.39,50.39,410.0,-0.89
2016-03-02,50.84,50.84,50.84,50.84,50.0,3.19
2016-03-01,49.27,49.27,49.27,49.27,180.0,6.35
2016-02-29,46.33,46.33,46.33,46.33,,0.26
2016-02-26,46.21,46.21,46.21,46.21,,0.33
2016-02-25,46.06,46.06,46.06,46.06,,0.22
2016-02-24,45.96,45.96,45.96,45.96,,0.39
2016-02-23,45.78,45.78,45.78,45.78,,0.42
2016-02-22,45.59,45.59,45.59,45.59,,0.89
2016-02-19,45.19,45.01,45.01,45.01,50.0,0.67
2016-02-18,44.89,44.89,44.89,44.89,,0.79
2016-02-17,44.54,44.54,44.54,44.54,,0.25
2016-02-16,44.43,44.43,44.43,44.43,50.0,2.33
2016-02-12,43.42,43.42,43.42,43.42,,0.21
2016-02-11,43.33,43.33,43.33,43.33,30.0,0.02
2016-02-10,43.32,43.32,43.32,43.32,,-1.01
2016-02-09,43.76,43.76,43.76,43.76,,-0.64
2016-02-08,44.04,44.04,44.04,44.04,,0.0
2016-02-05,44.04,44.04,44.04,44.04,,0.0
2016-02-04,44.04,44.04,44.04,44.04,10.0,0.82
2016-02-03,43.68,43.68,43.68,43.68,,1.16
2016-02-02,43.18,43.18,43.18,43.18,,1.36
2016-02-01,42.6,42.6,42.6,42.6,30.0,3.47
2016-01-29,41.17,41.14,41.14,41.14,10.0,0.05
2016-01-28,41.15,41.15,41.15,41.15,,0.05
2016-01-27,41.13,41.13,41.13,41.13,,0.05
2016-01-26,41.11,41.11,41.11,41.11,10.0,0.0
2016-01-25,41.11,41.11,41.11,41.11,,0.0
2016-01-22,41.11,41.11,41.11,41.11,,0.05
2016-01-21,41.09,41.09,41.09,41.09,,-0.24
2016-01-20,41.19,41.19,41.19,41.19,20.0,-0.31
2016-01-19,41.32,41.32,41.32,41.32,120.0,1.3
2016-01-15,40.79,40.79,40.79,40.79,,0.49
2016-01-14,40.59,40.59,40.59,40.59,70.0,0.42
2016-01-13,40.42,40.42,40.42,40.42,240.0,0.22
2016-01-12,40.33,40.33,40.33,40.33,40.0,-0.35
2016-01-11,40.47,40.47,40.47,40.47,70.0,-1.44
2016-01-08,41.06,41.06,41.06,41.06,90.0,-0.19
2016-01-07,41.14,41.14,41.14,41.14,10.0,0.05
2016-01-06,41.12,41.12,41.12,41.12,210.0,-1.37
2016-01-05,41.69,41.69,41.69,41.69,400.0,-0.62
2016-01-04,41.95,41.95,41.95,41.95,120.0,5.99
2015-12-31,39.58,39.58,39.58,39.58,,0.43
2015-12-30,39.41,39.41,39.41,39.41,,0.36
2015-12-29,39.27,39.27,39.27,39.27,,0.0
2015-12-28,39.27,39.27,39.27,39.27,,0.49
2015-12-24,39.08,39.08,39.08,39.08,,0.15
2015-12-23,39.02,39.02,39.02,39.02,,0.1
2015-12-22,38.98,38.98,38.98,38.98,30.0,0.0
2015-12-21,38.98,38.98,38.98,38.98,,0.03
2015-12-18,38.97,38.97,38.97,38.97,,0.46
2015-12-17,38.79,38.79,38.79,38.79,,0.34
2015-12-16,38.66,38.66,38.66,38.66,10.0,0.31
2015-12-15,38.54,38.54,38.54,38.54,,-0.39
2015-12-14,38.69,38.69,38.69,38.69,,0.1
2015-12-11,38.65,38.65,38.65,38.65,20.0,0.1
2015-12-10,38.61,38.61,38.61,38.61,90.0,-1.23
2015-12-09,39.09,39.09,39.09,39.09,20.0,-0.41
2015-12-08,39.25,39.25,39.25,39.25,,-0.38
2015-12-07,39.4,39.4,39.4,39.4,150.0,0.64
2015-12-04,39.15,39.0,39.0,39.0,100.0,0.36
2015-12-03,39.01,39.01,39.01,39.01,240.0,-0.89
2015-12-02,39.36,39.36,39.36,39.36,310.0,-0.98
2015-12-01,39.75,39.75,39.75,39.75,110.0,-13.77
2015-11-30,46.1,46.1,46.1,46.1,10.0,-0.37
2015-11-27,46.27,46.27,46.27,46.27,,-0.56
2015-11-25,46.53,46.53,46.53,46.53,,-0.28
2015-11-24,46.66,46.66,46.66,46.66,,-0.32
2015-11-23,46.81,46.81,46.81,46.81,10.0,-0.21
2015-11-20,46.91,46.35,46.35,46.35,10.0,0.0
2015-11-19,46.91,46.91,46.91,46.91,,-0.36
2015-11-18,47.08,47.08,47.08,47.08,,-0.3
2015-11-17,47.22,47.22,47.22,47.22,,-0.8
2015-11-16,47.6,47.6,47.6,47.6,,-0.13
2015-11-13,47.66,47.66,47.66,47.66,90.0,-0.17
2015-11-12,47.74,47.74,47.74,47.74,80.0,-0.17
2015-11-11,47.82,47.82,47.82,47.82,180.0,0.25
2015-11-10,47.7,47.7,47.7,47.7,80.0,-0.44
2015-11-09,47.91,47.91,47.91,47.91,430.0,1.76
2015-11-06,47.08,47.45,47.45,47.45,420.0,0.47
2015-11-05,46.86,46.86,46.86,46.86,10.0,-1.24
2015-11-04,47.45,47.45,47.45,47.45,610.0,1.85
2015-11-03,46.59,46.59,46.59,46.59,60.0,-1.52
2015-11-02,47.31,47.31,47.31,47.31,140.0,-10.57
2015-10-29,52.9,52.9,52.9,52.9,,-0.36
2015-10-28,53.09,53.09,53.09,53.09,,-0.36
2015-10-27,53.28,53.28,53.28,53.28,,-0.22
2015-10-26,53.4,53.4,53.4,53.4,,-0.13
2015-10-23,53.47,53.47,53.47,53.47,,-0.19
2015-10-22,53.57,53.57,53.57,53.57,20.0,-0.17
2015-10-21,53.66,53.66,53.66,53.66,20.0,-0.43
2015-10-20,53.89,53.89,53.89,53.89,40.0,0.22
2015-10-19,53.77,53.77,53.77,53.77,,0.22
2015-10-16,53.65,52.98,53.0,52.98,90.0,-0.41
2015-10-15,53.87,53.87,53.87,53.87,40.0,-0.24
2015-10-14,54.0,54.0,54.0,54.0,250.0,-0.07
2015-10-13,54.04,54.04,54.04,54.04,60.0,-0.72
2015-10-12,54.43,54.43,54.43,54.43,40.0,0.48
2015-10-09,54.17,54.17,54.17,54.17,,0.69
2015-10-08,53.8,53.8,53.8,53.8,140.0,0.35
2015-10-07,53.61,53.61,53.61,53.61,20.0,-0.15
2015-10-06,53.69,53.69,53.69,53.69,80.0,0.19
2015-10-05,53.59,53.59,53.59,53.59,,1.44
2015-10-02,52.83,52.83,52.83,52.83,10.0,0.09
2015-10-01,52.78,52.78,52.78,52.78,160.0,-6.34
2015-09-30,56.35,56.35,56.35,56.35,,-0.19
2015-09-29,56.46,56.46,56.46,56.46,,-0.14
2015-09-28,56.54,56.54,56.54,56.54,,-0.05
2015-09-25,56.57,56.57,56.57,56.57,,-0.04
2015-09-24,56.59,56.59,56.59,56.59,,0.0
2015-09-23,56.59,56.59,56.59,56.59,,0.09
2015-09-22,56.54,56.54,56.54,56.54,,-0.04
2015-09-21,56.56,56.56,56.56,56.56,,0.25
2015-09-18,56.42,56.42,56.42,56.42,,0.11
2015-09-17,56.36,56.36,56.36,56.36,,0.23
2015-09-16,56.23,56.23,56.23,56.23,,0.43
2015-09-15,55.99,55.99,55.99,55.99,10.0,-0.78
2015-09-14,56.43,56.43,56.43,56.43,60.0,-0.69
2015-09-11,56.82,56.82,56.82,56.82,,-0.92
2015-09-10,57.35,57.35,57.35,57.35,,1.34
2015-09-09,56.59,56.59,56.59,56.59,100.0,2.06
2015-09-08,55.45,55.45,55.45,55.45,130.0,-0.11
2015-09-04,55.51,55.51,55.51,55.51,,0.07
2015-09-03,55.47,55.47,55.47,55.47,,0.98
2015-09-02,54.93,54.93,54.93,54.93,20.0,-0.04
2015-09-01,54.95,54.95,54.95,54.95,130.0,-0.6
2015-08-31,55.28,55.28,55.28,55.28,,0.05
2015-08-28,55.25,55.25,55.25,55.25,,0.05
2015-08-27,55.22,55.22,55.22,55.22,,-0.11
2015-08-26,55.28,55.28,55.28,55.28,,-0.16
2015-08-25,55.37,55.37,55.37,55.37,30.0,-0.2
2015-08-24,55.48,55.48,55.48,55.48,,-0.41
2015-08-21,55.71,55.71,55.71,55.71,,0.11
2015-08-20,55.65,55.65,55.65,55.65,,0.04
2015-08-19,55.63,55.63,55.63,55.63,,0.14
2015-08-18,55.55,55.55,55.55,55.55,100.0,0.42
2015-08-17,55.32,55.32,55.32,55.32,10.0,-0.36
2015-08-14,55.52,55.52,55.52,55.52,,0.38
2015-08-13,55.31,55.31,55.31,55.31,200.0,1.65
2015-08-12,54.41,54.41,54.41,54.41,110.0,0.85
2015-08-11,53.95,53.95,53.95,53.95,60.0,-0.41
2015-08-10,54.17,54.17,54.17,54.17,30.0,-0.07
2015-08-07,54.21,54.21,54.21,54.21,40.0,-1.35
2015-08-06,54.95,54.95,54.95,54.95,150.0,-0.63
2015-08-05,55.3,55.3,55.3,55.3,100.0,2.73
2015-08-04,53.83,53.83,53.83,53.83,,0.45
2015-08-03,53.59,53.59,53.59,53.59,140.0,4.04
2015-07-30,51.51,51.51,51.51,51.51,,0.29
2015-07-29,51.36,51.36,51.36,51.36,,0.27
2015-07-28,51.22,51.22,51.22,51.22,,0.18
2015-07-27,51.13,51.13,51.13,51.13,,0.1
2015-07-24,51.08,51.08,51.08,51.08,,-0.18
2015-07-23,51.17,51.17,51.17,51.17,,0.16
2015-07-22,51.09,51.09,51.09,51.09,,-0.37
2015-07-21,51.28,51.28,51.28,51.28,,0.06
2015-07-20,51.25,51.25,51.25,51.25,40.0,1.03
2015-07-17,50.73,50.73,50.35,50.5,,0.24
2015-07-16,50.61,50.61,50.61,50.61,,-0.14
2015-07-15,50.68,50.68,50.68,50.68,,-0.02
2015-07-14,50.69,50.69,50.69,50.69,,0.3
2015-07-13,50.54,50.54,50.54,50.54,,0.08
2015-07-10,50.5,50.5,50.5,50.5,,1.26
2015-07-09,49.87,49.87,49.87,49.87,,4.44
2015-07-08,47.75,47.75,47.75,47.75,80.0,-4.44
2015-07-07,49.97,49.97,49.97,49.97,160.0,-2.42
2015-07-06,51.21,51.21,51.21,51.21,170.0,-5.2
2015-07-02,54.02,54.02,54.02,54.02,320.0,-2.0
2015-07-01,55.12,55.12,55.12,55.12,,-11.57
2015-06-30,62.33,62.33,62.33,62.33,,-0.22
2015-06-29,62.47,62.47,62.47,62.47,,-0.1
2015-06-26,62.53,62.53,62.53,62.53,,-0.16
2015-06-25,62.63,62.63,62.63,62.63,,-0.14
2015-06-24,62.72,62.72,62.72,62.72,,-0.06
2015-06-23,62.76,62.76,62.76,62.76,,0.3
2015-06-22,62.57,62.57,62.57,62.57,,-0.06
2015-06-19,62.61,62.61,62.61,62.61,,-0.06
2015-06-18,62.65,62.65,62.65,62.65,,0.48
2015-06-17,62.35,62.35,62.35,62.35,,-0.94
2015-06-16,62.94,62.94,62.94,62.94,10.0,-0.62
2015-06-15,63.33,63.33,63.33,63.33,20.0,-0.55
2015-06-12,63.68,63.68,63.68,63.68,,-0.84
2015-06-11,64.22,64.22,64.22,64.22,50.0,1.21
2015-06-10,63.45,63.45,63.45,63.45,80.0,1.73
2015-06-09,62.37,62.37,62.37,62.37,80.0,1.02
2015-06-08,61.74,61.74,61.74,61.74,,-0.4
2015-06-05,61.99,61.99,61.99,61.99,80.0,-0.18
2015-06-04,62.1,62.1,62.1,62.1,30.0,0.11
2015-06-03,62.03,62.03,62.03,62.03,120.0,-0.34
2015-06-02,62.24,62.24,62.24,62.24,40.0,4.61
2015-06-01,59.5,59.5,59.5,59.5,,-1.47
2015-05-29,60.39,60.39,60.39,60.39,,0.25
2015-05-28,60.24,60.24,60.24,60.24,,0.43
2015-05-27,59.98,59.98,59.98,59.98,,0.54
2015-05-26,59.66,59.66,59.66,59.66,,0.07
2015-05-22,59.62,59.62,59.62,59.62,,0.08
2015-05-21,59.57,59.57,59.57,59.57,40.0,-1.05
2015-05-20,60.2,60.2,60.2,60.2,20.0,0.43
2015-05-19,59.94,59.94,59.94,59.94,20.0,0.82
2015-05-18,59.45,59.45,59.45,59.45,,-0.45
2015-05-15,59.72,59.72,59.72,59.72,,2.19
2015-05-14,58.44,58.44,58.44,58.44,80.0,-1.3
2015-05-13,59.21,59.21,59.21,59.21,20.0,-0.79
2015-05-12,59.68,59.68,59.68,59.68,50.0,-0.47
2015-05-11,59.96,59.96,59.96,59.96,,1.59
2015-05-08,59.02,59.02,59.02,59.02,10.0,1.15
2015-05-07,58.35,58.35,58.35,58.35,60.0,-1.62
2015-05-06,59.31,59.31,59.31,59.31,60.0,3.17
2015-05-05,57.49,57.49,57.49,57.49,30.0,1.72
2015-05-04,56.52,56.52,56.52,56.52,,4.9
2015-05-01,53.88,53.88,53.88,53.88,40.0,4.91
2015-04-30,51.36,51.36,51.36,51.36,,0.45
2015-04-29,51.13,51.13,51.13,51.13,,-0.95
2015-04-28,51.62,51.62,51.62,51.62,,2.26
2015-04-27,50.48,50.48,50.48,50.48,,1.0
2015-04-24,49.98,49.98,49.98,49.98,,0.99
2015-04-23,49.49,49.49,49.49,49.49,,0.39
2015-04-22,49.3,49.3,49.3,49.3,,0.82
2015-04-21,48.9,48.9,48.9,48.9,,-0.2
2015-04-20,49.0,49.0,49.0,49.0,,-1.19
2015-04-17,49.59,49.59,49.59,49.59,20.0,1.68
2015-04-16,48.77,48.77,48.77,48.77,10.0,0.35
2015-04-15,48.6,48.6,48.6,48.6,10.0,-0.51
2015-04-14,48.85,48.85,48.85,48.85,20.0,0.7
2015-04-13,48.51,48.51,48.51,48.51,100.0,2.8
2015-04-10,47.19,47.19,47.19,47.19,40.0,0.02
2015-04-09,47.18,47.18,47.18,47.18,20.0,-1.89
2015-04-08,48.09,48.09,48.09,48.09,10.0,0.59
2015-04-07,47.81,47.81,47.81,47.81,10.0,1.57
2015-04-06,47.07,47.07,47.07,47.07,,-0.02
2015-04-03,47.08,47.08,47.08,47.08,,0.0
2015-04-02,47.08,47.08,47.08,47.08,80.0,-3.13
2015-04-01,48.6,48.6,48.6,48.6,180.0,-14.65
2015-03-31,56.94,56.94,56.94,56.94,,-0.49
2015-03-30,57.22,57.22,57.22,57.22,,-0.33
2015-03-27,57.41,57.41,57.41,57.41,,-0.28
2015-03-26,57.57,57.57,57.57,57.57,,-0.26
2015-03-25,57.72,57.72,57.72,57.72,,-0.12
2015-03-24,57.79,57.79,57.79,57.79,,0.05
2015-03-23,57.76,57.76,57.76,57.76,,-0.14
2015-03-20,57.84,57.84,57.84,57.84,,-0.33
2015-03-19,58.03,58.03,58.03,58.03,,-0.46
2015-03-18,58.3,58.3,58.3,58.3,,-0.99
2015-03-17,58.88,58.88,58.88,58.88,,-0.12
2015-03-16,58.95,58.95,58.95,58.95,,0.14
2015-03-13,58.87,58.87,58.87,58.87,,-0.56
2015-03-12,59.2,59.2,59.2,59.2,,0.61
2015-03-11,58.84,58.84,58.84,58.84,,-0.1
2015-03-10,58.9,58.9,58.9,58.9,,-0.91
2015-03-09,59.44,59.44,59.44,59.44,,0.0
2015-03-06,59.44,59.44,59.44,59.44,,-1.75
2015-03-05,60.5,60.5,60.5,60.5,,-1.19
2015-03-04,61.23,61.23,61.23,61.23,,-1.86
2015-03-03,62.39,62.39,62.39,62.39,,0.34
2015-03-02,62.18,62.18,62.18,62.18,,-0.69
2015-02-27,62.61,62.61,62.61,62.61,,0.06
2015-02-26,62.57,62.57,62.57,62.57,,-0.03
2015-02-25,62.59,62.59,62.59,62.59,,-0.06
2015-02-24,62.63,62.63,62.63,62.63,,0.1
2015-02-23,62.57,62.57,62.57,62.57,,0.22
2015-02-20,62.43,62.43,62.43,62.43,,-0.26
2015-02-19,62.59,62.59,62.59,62.59,,-0.05
2015-02-18,62.62,62.62,62.62,62.62,,0.03
2015-02-17,62.6,62.6,62.6,62.6,,0.29
2015-02-13,62.42,62.42,62.42,62.42,,0.24
2015-02-12,62.27,62.27,62.27,62.27,,0.0
2015-02-11,62.27,62.27,62.27,62.27,,0.4
2015-02-10,62.02,62.02,62.02,62.02,,0.42
2015-02-09,61.76,61.76,61.76,61.76,,-0.76
2015-02-06,62.23,62.23,62.23,62.23,,0.55
2015-02-05,61.89,61.89,61.89,61.89,,-1.59
2015-02-04,62.89,62.89,62.89,62.89,,0.03
2015-02-03,62.87,62.87,62.87,62.87,,1.45
2015-02-02,61.97,61.97,61.97,61.97,,-7.78
2015-01-30,67.2,67.2,67.2,67.2,,-0.43
2015-01-29,67.49,67.49,67.49,67.49,,-0.38
2015-01-28,67.75,67.75,67.75,67.75,,-0.35
2015-01-27,67.99,67.99,67.99,67.99,,-0.28
2015-01-26,68.18,68.18,68.18,68.18,,-0.41
2015-01-23,68.46,68.46,68.46,68.46,10.0,-0.26
2015-01-22,68.64,68.64,68.64,68.64,,-0.09
2015-01-21,68.7,68.7,68.7,68.7,,-0.3
2015-01-20,68.91,68.91,68.91,68.91,,-0.32
2015-01-16,69.13,69.13,69.13,69.13,,-0.2
2015-01-15,69.27,69.27,69.27,69.27,,0.39
2015-01-14,69.0,69.0,69.0,69.0,,-0.36
2015-01-13,69.25,69.25,69.25,69.25,,-0.47
2015-01-12,69.58,69.58,69.58,69.58,,-1.53
2015-01-09,70.66,70.66,70.66,70.66,40.0,-0.41
2015-01-08,70.95,70.95,70.95,70.95,,-0.41
2015-01-07,71.24,71.24,71.24,71.24,,-0.46
2015-01-06,71.57,71.57,71.57,71.57,,2.27
2015-01-05,69.98,69.98,69.98,69.98,,-0.11
2015-01-02,70.06,70.06,70.06,70.06,,1.65
